,predict,real
0,3.202718496322632,2.8903717578961645
1,2.2695467472076416,2.0955609235597192
2,2.6373448371887207,3.0529629070082627
3,2.5408096313476562,3.1009927842114835
4,2.46099853515625,2.5549637695765903
5,2.7153191566467285,3.1009927842114835
6,3.08048677444458,2.525728644308256
7,2.631791830062866,2.6973262377392344
8,3.7856838703155518,2.8136106967627033
9,1.9731183052062988,1.3862943611198906
10,2.735786199569702,2.8480605598244417
11,2.9771978855133057,3.2614593637319875
12,2.4319703578948975,2.18104500845995
13,2.4212253093719482,2.57468867821889
14,2.7125189304351807,3.00327045659228
15,1.9612360000610352,2.0515563381903004
16,2.7181549072265625,2.2454855009534733
17,1.9148387908935547,3.0150612094138816
18,1.8488988876342773,2.4078456036515385
19,2.7455646991729736,2.4078456036515385
20,2.4653491973876953,2.0515563381903004
21,2.567093849182129,1.5832518775512747
22,2.7002761363983154,2.4472047826039893
23,2.8707244396209717,3.073156170518794
24,2.5352375507354736,1.715598108262491
25,1.6052021980285645,2.4078456036515385
26,3.278886556625366,2.079441541679836
27,2.2948904037475586,2.3776925654808507
28,2.581463098526001,2.319826899428552
29,1.515537977218628,2.814138038404409
30,3.0409414768218994,2.9236990706541595
31,2.4623091220855713,2.5900171341906173
32,2.9230730533599854,2.9731523315488344
33,1.9340801239013672,0.7975071958841882
34,2.9459216594696045,3.218875824868201
35,3.197209596633911,2.884241897520628
36,2.651466131210327,2.4406063908914204
37,2.7687790393829346,3.5064578923196477
38,3.413489580154419,3.1247003856176065
39,1.6964547634124756,1.9659128363701657
40,2.210860013961792,1.6819446032208485
41,2.745481014251709,2.5900171341906173
42,2.528648614883423,2.929645888426132
43,2.9448471069335938,2.503073953743449
44,2.4534153938293457,1.715598108262491
45,2.5009145736694336,2.0655961348577834
46,2.9446346759796143,1.9459101490553128
47,3.2462074756622314,0.7975071958841882
48,2.3655178546905518,2.7265447837383747
49,2.3895182609558105,2.4221443280516852
50,2.132786512374878,2.590392157633977
51,2.9241418838500977,3.660737148167656
52,3.178846597671509,4.422808628394115
53,3.107177734375,3.1390902269962493
54,2.8191850185394287,3.258096538021482
55,2.6790432929992676,2.5900171341906173
56,2.8007140159606934,2.5690946002130257
57,2.9018547534942627,2.8903717578961645
58,1.821620225906372,1.8012971737085441
59,1.3421356678009033,1.7643026229950156
60,2.269392251968384,3.7558781817542983
61,3.213791608810425,3.5199476693929825
62,2.2135205268859863,2.8136106967627033
63,2.3969919681549072,1.897619859927532
64,2.859473466873169,3.444355107774776
65,2.224950075149536,1.358409157630355
66,3.828815221786499,1.3862943611198906
67,2.977433443069458,2.487680576670725
68,2.827958345413208,2.530074741884935
69,2.965061902999878,2.8136106967627033
70,2.3093416690826416,3.1009927842114835
71,2.201507329940796,2.360854001118021
72,2.9762542247772217,3.226314753965199
73,3.3835484981536865,3.0973448654207933
74,1.9962353706359863,3.660737148167656
75,3.5866501331329346,2.9457196233224403
76,3.1329331398010254,2.9958322685543246
77,3.1350622177124023,2.338917022241436
78,2.623429775238037,2.7080502011022096
79,2.687004566192627,3.8952158871117653
80,2.075345039367676,2.302585092994046
81,3.039853572845459,2.503073953743449
82,2.2937755584716797,2.1279935822620013
83,2.5576207637786865,2.3565996813002843
84,2.7455646991729736,3.3243163373261977
85,2.447821855545044,2.6240937143088674
86,2.9901726245880127,3.1209321805380736
87,2.219479560852051,3.70721041079866
88,2.4618592262268066,3.6635616461296463
89,2.329957962036133,3.1534302257931315
90,2.6272685527801514,2.7447035187502458
91,3.0459814071655273,2.1201635311997578
92,2.785808563232422,1.2885842449471854
93,3.603252649307251,1.810472178160209
94,1.6071760654449463,0.9162907318741552
95,3.033121109008789,2.7080502011022096
96,2.1307411193847656,3.1354942159291497
97,3.110105514526367,2.3565996813002843
98,2.565758466720581,1.4917798689658681
99,3.0618503093719482,2.5596146403073923
100,2.421570062637329,2.8866147090184526
101,3.0262553691864014,3.864651834012128
102,2.593285322189331,3.0910424533583165
103,2.4754130840301514,2.0515563381903004
104,2.210148334503174,2.366967351923314
105,3.6755881309509277,3.5606672229670138
106,1.6707816123962402,2.5900171341906173
107,1.543304443359375,2.505117690404131
108,3.5107297897338867,3.2924979647388146
109,2.595329761505127,2.274185618472348
110,3.517106056213379,2.133692956511752
111,2.6933295726776123,2.093097868127322
112,2.6025753021240234,4.028382806544341
113,2.7751073837280273,3.985703207529876
114,2.3094921112060547,2.862343727869216
115,2.309490919113159,1.897619859927532
116,2.737102746963501,3.527902321861049
117,3.4115567207336426,1.9701845557428863
118,1.911531925201416,1.897619859927532
119,2.9544341564178467,2.930126516455997
120,2.434419631958008,2.47232786758114
121,2.877303123474121,2.7994512349906198
122,1.4810936450958252,3.0140632302387145
123,2.2335891723632812,2.338917022241436
124,2.129894495010376,2.3414623405763737
125,2.112208366394043,2.7080502011022096
126,1.953155279159546,0.5128236264286637
127,3.7100155353546143,3.0445224377234235
128,1.802706003189087,1.586373972835549
129,2.3103222846984863,1.2029723039923526
130,1.6602792739868164,3.794139964771429
131,3.0626816749572754,0.16833531481921493
132,1.9146511554718018,0.9229352745928238
133,1.998781681060791,2.8780742300857587
134,2.3941667079925537,2.6927915201415704
135,2.589730739593506,2.1610215286722587
136,1.6739323139190674,1.58129560648782
137,3.1456387042999268,2.4078456036515385
138,2.2674479484558105,2.056501856100513
139,2.4214580059051514,2.0875023998343267
140,2.129309892654419,1.9099128066846336
141,2.7697861194610596,3.023104220349841
142,2.951291799545288,2.7447035187502458
143,2.417814016342163,2.888842811875889
144,1.678520679473877,1.715598108262491
145,3.2512338161468506,2.9503164100235084
146,2.529452323913574,2.126498603162433
147,2.6418402194976807,2.4078456036515385
148,2.711235284805298,2.465553921272185
149,2.8330821990966797,4.42286862899414
150,2.156982898712158,2.4079274266683988
151,1.7200782299041748,2.2257040486580877
152,2.593137264251709,2.5900171341906173
153,3.2682037353515625,2.5649493574615367
154,3.08860445022583,3.971847307073812
155,2.448378562927246,2.9386326815134183
156,2.432074785232544,2.8136106967627033
157,3.7071802616119385,3.1851121947153915
158,2.891369581222534,3.3530803242388747
159,2.7034389972686768,4.017463517886143
160,2.163471221923828,1.6527227540081766
161,2.5390117168426514,2.4078456036515385
162,2.633467197418213,2.307687438477428
163,1.733968734741211,2.3617969526258915
164,2.3979077339172363,4.7019943706236305
165,3.2520198822021484,1.715598108262491
